Startup_ID,Funding_Amount_MUSD,Revenue_MUSD,Profit_Margin,Burn_Rate_MUSD,Employees,Years_Active,Customer_Growth_Rate,Debt_Level_MUSD,Operational_Cost_MUSD,Market_Competition,Founder_Experience,Industry,Region,Bankrupt
2224.0,121.70502030116066,145.83334975067146,0.16812114868545724,9.341306046448915,2004.0,3.0,0.36446523922810564,130.74471196039943,63.73292552931738,Medium,Low,FinTech,Asia,0
7105.0,131.5740119521157,23.5049027781562,0.1826942905750999,2.132762972480038,3891.0,16.0,0.3288839383870637,2.0198423730998316,19.52257909281795,Low,Low,Tech,Middle East,0
4012.0,196.56337090901062,273.5654436290674,0.3365461007235063,23.024266180804084,1800.0,18.0,-0.006913732668060307,114.84259926154364,13.18944049681676,Low,Medium,AI,Europe,1
3018.0,202.85916540136097,162.24968172760944,-0.009718667741173082,10.44679156831699,3103.0,1.0,0.2671298019314963,179.7915072773144,86.51262310756591,High,Medium,AI,Asia,1
4080.0,113.90994257158991,169.1129606023221,-0.25243409306373277,21.662838319919306,1514.0,3.0,0.16985862423677162,171.92675230390068,106.99194535520289,Low,Low,Health,Europe,1
6962.0,200.46005593623937,229.96983164123844,0.10908280703785767,23.441502493851306,816.0,18.0,0.20026040263196465,69.83757650880645,117.89937385626085,Low,Medium,AI,Middle East,0
1310.0,407.5977317595096,20.843898164736462,0.33745806023498714,19.770061912825636,1836.0,7.0,0.0855302816388353,177.75061735016317,65.3073075770128,High,High,AI,Middle East,1
3373.0,133.0528784357533,5.760853983338101,-0.2349545498556357,30.14399896229122,710.0,15.0,0.37943912921153206,71.72298122884473,10.023360722482387,Low,Medium,Health,Asia,1
997.0,458.73947415565914,278.04889754955764,0.3412168496161765,31.572315281520737,501.0,7.0,-0.10269518277765977,108.85258141659799,92.66295481837935,Medium,Medium,Health,Europe,1
4578.0,105.63544843767022,156.7889980242075,0.3649860819492876,9.697422410817296,1971.0,16.0,-0.06539823212730686,7.68546005941487,68.42099575164515,Medium,High,E-commerce,Europe,0
2300.0,170.09146402003705,115.18346399526733,0.3622310762988157,9.012425161149691,1483.0,12.0,0.23132459226546342,176.84829200852,53.82229183904737,Medium,Low,Health,Middle East,0
2308.0,308.9161915427828,287.6278508465707,-0.36822797093733733,39.27631573995809,2233.0,19.0,-0.18438228660497663,64.48838944525725,19.93639575036734,Medium,Medium,E-commerce,Middle East,1
6482.0,241.76403720330381,237.07855421673014,0.22137272680569164,12.894031329959455,3270.0,7.0,0.007676830921408917,114.47104407820738,22.17064393060574,High,Low,FinTech,North America,0
4541.0,86.74290071847156,99.0543136618224,-0.07203576447738641,23.63344875612479,2223.0,3.0,0.0991404926123266,21.201382897746832,118.30228454980315,Medium,High,FinTech,North America,0
952.0,332.8533005985815,231.57816396505706,0.4894597304185154,15.851804444181708,3037.0,13.0,0.18570074699579903,72.20950885462572,65.61561373813575,Low,Medium,FinTech,Asia,0
2374.0,215.53560761768392,85.79771208774048,0.3817302274049016,25.1629447019757,729.0,9.0,-0.16991944141150153,142.60450150538523,55.902708525211935,Medium,Medium,AI,Middle East,1
7296.0,489.15446630120755,182.94787637420762,0.2296132968608685,25.34793436867264,2770.0,17.0,-0.03542528919165805,82.12291638208204,99.02513720492372,Low,Medium,Tech,Europe,0
9761.0,462.7070561868252,214.57342287052822,0.4464260267552944,0.4068723354947452,2834.0,19.0,0.06406879720782438,88.53182456733202,92.15064576285185,Low,Medium,FinTech,Europe,0
600.0,21.393439516972954,142.43896839290198,0.473586469743011,2.1021331989628957,2656.0,15.0,0.31130179724036805,161.93022305290114,15.869036475043199,High,Medium,E-commerce,Middle East,0
402.0,451.37390043310376,83.97475768477412,-0.08580629609537715,26.60356637741775,208.0,4.0,0.2957074158295232,75.62578876831873,83.47854899690499,Medium,Low,Tech,Middle East,0
4648.0,126.90505333144134,184.66557069768126,-0.30958957919784263,10.86689362295725,271.0,7.0,-0.03064282021526951,80.05598647313847,99.82717827012048,Medium,Medium,Tech,Middle East,0
9834.0,497.762707846572,291.43318196335474,-0.04156814191300934,9.719496966540454,569.0,8.0,0.16716353126213768,130.0004453798713,14.070760562551047,Low,Medium,FinTech,Asia,0
844.0,480.5740884172581,87.8272424879417,0.4973673892218293,4.507869749584286,3270.0,15.0,0.19359107737234582,148.07063460440827,10.75629151752364,Medium,Low,Health,Middle East,0
1433.0,244.93444354820318,293.83625200478673,0.035015597049994907,2.115553207012709,2176.0,5.0,0.32615668276915916,59.77416053649119,55.09612157894513,High,Low,AI,Europe,0
6011.0,402.04303248677394,13.875678648728515,-0.03254249214613841,18.271787315415967,832.0,5.0,0.17897120405472722,99.79498296451062,108.57731878672331,High,High,Health,Asia,1
8852.0,235.67781512309583,17.687848144823676,-0.09827688916189736,10.841990334395064,1592.0,3.0,0.05009906382574214,173.598523809648,1.7061419944964145,High,Medium,Tech,Middle East,1
4416.0,245.33239393998429,188.66969799003147,-0.1517081082546906,14.741997206925,3718.0,18.0,0.09641579880630158,174.76096218083856,119.9577826653337,Medium,Medium,Health,Europe,0
8282.0,488.03405860472265,79.6010618586332,-0.2045964542646229,37.45503827896797,2164.0,15.0,-0.15181579990703023,162.98035875702465,16.18275247358924,High,Medium,AI,Asia,1
6977.0,374.5874154502444,73.6497206924087,0.23602963012588662,23.4938083014975,3074.0,2.0,-0.1664922322065419,176.52539194011607,73.6393328080983,Low,Medium,AI,Europe,1
147.0,305.17260265596855,235.28562110299532,0.43233944173805283,30.176991425615093,2069.0,9.0,0.37736803531646673,50.09810041643193,118.42660625673983,Low,Low,AI,Asia,0
360.0,288.16161476006357,190.31682234320354,-0.1729235733172258,8.566828633328686,294.0,8.0,-0.19023175906181597,109.92047313042458,55.279950691291425,Medium,High,E-commerce,Europe,1
8699.0,236.11510712969277,78.1800634396647,0.4677124388180752,25.617082740396267,3745.0,8.0,0.37314035934641404,120.28786629831106,67.91907992725456,Low,Low,E-commerce,Europe,0
5402.0,483.40037954001895,46.2902092706165,0.18029771055306487,32.107015096537815,2938.0,16.0,0.34620397800795183,152.95974016596645,25.62806910440389,Low,Low,AI,Europe,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
2370.0,364.85757028717455,252.34624852508975,0.08939957795589687,35.58530466048054,3133.0,3.0,-0.016355944869882066,57.171780546437326,71.42726429329001,Medium,Medium,FinTech,Asia,0
7667.0,321.75822303087915,152.09794065373316,-0.35331150460270755,4.165827987197707,1677.0,2.0,-0.013564189282314926,64.15252725005506,28.96895948314949,High,Medium,FinTech,Middle East,1
4322.0,468.0326868760312,7.1289160296563585,-0.012819912931608168,0.1498800879881349,2551.0,5.0,0.12198234301416278,63.67088767690245,46.81039495422965,Low,Low,AI,Europe,0
9479.0,140.68872751626142,88.07514582137378,-0.17752213971409195,26.343751417885386,1256.0,18.0,-0.15569115613382228,48.9327663395172,23.562273925383824,Medium,Medium,FinTech,Asia,1
3453.0,339.0882753279586,268.05582172736865,-0.39659963331687065,9.97365951204128,1671.0,14.0,0.2724897470161834,60.71192654216134,71.12999268381407,Medium,Medium,Health,Middle East,0
5088.0,31.91131277091497,41.00432848142441,0.037485772875520906,7.793670308807535,575.0,7.0,0.06383605128551634,47.15923966031287,85.5693633502581,High,Low,AI,Asia,0
9125.0,197.0824317306852,248.7130430861301,-0.05327127766050227,30.660600702551427,3304.0,5.0,-0.01117554429342335,14.566070598204204,98.9152816490499,High,High,AI,Middle East,1
9943.0,7.077737872854179,293.4403867350561,0.36256931010158056,34.81929612483443,2041.0,18.0,0.3493005655761126,9.606110869019627,3.2432912695403715,Low,High,Tech,North America,0
1802.0,369.0166713700445,109.40651075696152,-0.013202649002770517,17.60662067238986,648.0,15.0,-0.0680076976897539,142.59767946054694,10.4237215190535,Medium,High,E-commerce,Europe,1
7172.0,443.52893819501065,71.89853643560843,0.05259925110710123,28.99247059881376,417.0,1.0,0.14593924418625104,157.0113376429461,6.917919173174045,Low,Medium,Health,Asia,1
2545.0,45.213752270869854,77.39410960179403,0.34152091471096613,20.83118155553863,227.0,10.0,0.23257896372978393,26.447883705453492,92.34478791966983,High,High,E-commerce,Europe,0
3421.0,382.4123398317773,280.07510118829356,-0.025922590016952796,27.836774162804417,2470.0,11.0,0.17303228868117732,1.1659211164398209,106.75838256846286,High,Low,AI,Europe,0
,,,,,,,,,,,,,,0
4607.0,423.21598105458554,233.77834720822023,0.010158837152079547,20.064546600107114,3705.0,11.0,0.22114464542752477,1.7660663195247905,76.60836560559483,High,Medium,Health,Middle East,0
4636.0,476.24098944696357,55.768247695624915,0.048209354450990116,33.677039359805526,3971.0,4.0,0.000686349350386084,178.03709002339582,83.4550694921576,Medium,Low,AI,Asia,0
7505.0,278.8523617788755,183.06346616049055,-0.38860890680932375,10.010795091969092,340.0,3.0,-0.11999233330095467,80.64027281921577,27.790288525693267,Medium,Medium,Tech,Asia,0
4947.0,311.98197616093546,15.232102574490606,-0.3656192845097383,16.37290822284834,3212.0,11.0,0.1898254386093015,60.54223962981659,17.73605391660964,High,High,Tech,Middle East,0
2847.0,393.98699384353085,282.97735679207807,0.36447042915438754,21.247974578533967,1897.0,8.0,-0.05798626391902306,27.905981279448614,38.36521878725114,Low,Medium,Health,Middle East,0
260.0,49.4910703916135,25.658513498927384,0.05703801322172203,38.17981095646673,2729.0,15.0,0.24760220364354296,107.15938826563107,20.016523112404585,Low,Medium,E-commerce,North America,0
6867.0,197.0266991642198,244.03878469575943,0.2278440512549258,31.021721928736422,3230.0,17.0,0.08388813241105497,139.77987397542813,36.53940204739062,High,High,E-commerce,Middle East,0
8180.0,48.28946704626239,99.31404124232121,-0.38991007907744774,1.3366039396393092,360.0,11.0,-0.10115721233511896,105.17801542177995,39.36885899341247,High,Low,Tech,Middle East,1
185.0,129.71287222986265,192.19461468055187,0.04738841930963228,24.9605486797696,1974.0,17.0,-0.0965525367587807,130.17335466626648,45.89024849290591,Medium,Medium,FinTech,Middle East,1
9499.0,478.05383553279694,125.95176334269114,0.06406794978082919,0.6102768806583404,791.0,13.0,-0.17451964619306987,13.818984112762998,88.42140548306149,High,Medium,AI,Asia,0
6156.0,17.202915074182393,132.17287499719154,-0.22666208506468674,20.707307337218122,2834.0,7.0,0.044011150827945544,105.57901084880127,25.423779260433918,Low,Medium,Health,Europe,1
3154.0,214.3730655179653,105.51946024472859,-0.013941298990710338,22.190528421792223,2202.0,3.0,-0.11446460318728058,103.94062431177957,99.24504132727404,High,Medium,FinTech,Europe,1
4642.0,157.14685446638248,230.63895766265324,-0.25518697775268384,34.445812557992575,1523.0,8.0,-0.18911872027953475,102.90428529931494,20.096508968067933,Medium,Medium,AI,Asia,1
7794.0,326.47973896594135,217.29937597525782,-0.3115781432032793,34.63900091268985,3548.0,15.0,-0.11078527871671658,167.8013442898348,1.9996522600948845,Low,Medium,FinTech,Asia,1
8354.0,274.65206743421396,278.0003896599704,-0.21681875387161534,14.4302123330073,3234.0,8.0,0.018431414958696768,5.009287659078259,30.458269273060193,Medium,High,FinTech,Middle East,0
8990.0,294.2595402961248,29.61871316896422,-0.18874310665866503,12.33646157825605,2623.0,13.0,0.2768891156785317,164.94539312374164,110.1605269262299,Low,Medium,FinTech,Middle East,0
2130.0,214.31735427238695,139.321688367386,-0.041927783586469536,7.035995551624081,3601.0,19.0,0.11279795510160995,160.9777314343531,87.45976525112212,Medium,Low,FinTech,North America,0
4657.0,418.384654042465,203.58271744041406,0.49115552487658865,10.8118502684577,510.0,9.0,0.39743515507357013,161.36912701665042,27.619617814942536,High,High,Health,Asia,0
6330.0,27.302185136866058,281.27142275021646,-0.19309585848872896,39.28960823215906,1570.0,7.0,0.014932142946557259,145.5463204441701,115.7136986950523,Medium,Medium,FinTech,Middle East,1
2569.0,401.9378889051454,174.66173873240965,-0.32498560577123314,2.9733050725261694,1494.0,2.0,0.266902379371633,28.610233990522037,79.30858402229997,Low,High,FinTech,Middle East,0
610.0,345.5070194860533,260.69279054570785,0.181016273185854,5.021809165844946,3155.0,8.0,-0.0642063128721867,81.28257970373276,22.327208179218946,Medium,High,FinTech,North America,0
4658.0,274.90590618839576,205.52105769288153,-0.020346940868535612,33.66141348994885,2289.0,3.0,0.3096636011966401,126.73831732813018,61.672710719807235,High,High,Health,Middle East,1
3229.0,53.56739675618526,33.274406248375804,-0.2750649859810112,17.592332931428228,2393.0,2.0,0.22899188730810355,173.4753697737451,31.246327939225957,High,Low,E-commerce,Europe,1
3392.0,449.06167429187525,99.44212776536877,-0.16214330090876622,28.66151074573996,2843.0,11.0,-0.11296423056809843,172.2001571853226,87.18790906747655,Low,Low,Health,North America,1
3634.0,176.25847428704165,198.47760394119297,0.09035163922009481,32.12829190212808,3030.0,5.0,0.3528407901904938,54.38924393653515,74.97355062597713,Medium,Medium,FinTech,Middle East,0
2507.0,427.12702151075564,199.7887353951571,0.19936905647632996,3.6377921704133422,3009.0,7.0,0.11841508521173905,165.6893283597321,8.539910442294492,High,Medium,FinTech,North America,0
3121.0,136.1323576904493,196.6219918390041,0.2930102509120538,36.77701822178927,3014.0,16.0,-0.03764001299988359,103.56496907521321,5.418100387233234,High,Medium,Tech,Europe,1
1229.0,492.0048463319543,80.48475160168839,-0.3011998944483472,37.48747283689228,509.0,7.0,0.3156110839360096,90.18600518377553,38.99910453791141,High,Medium,AI,Asia,1
4055.0,389.97883401060767,67.43787692921596,-0.26163037427443964,34.16738894734529,1333.0,1.0,-0.12032765612943655,89.88788335749355,110.75366897186609,High,High,FinTech,Asia,1
9814.0,388.87377192381524,88.10605466120451,0.27446182867338065,15.631081446869828,3205.0,14.0,-0.10239448362297052,61.96388659850429,6.403223710130802,Low,Low,FinTech,Asia,0
7551.0,472.8910949883515,123.7894136420886,0.24532456659627278,23.453385728825282,1617.0,15.0,0.06158144906881807,44.207614303001506,30.230195147942027,Medium,High,Tech,Europe,0
5525.0,264.82495262214223,160.7225283467886,0.37390627423389167,22.640218423830003,1350.0,16.0,0.26477469688683636,32.80919062392256,105.66632649709703,Low,Medium,FinTech,Europe,0
1741.0,413.9414098878703,97.03882688424186,-0.37548660767420733,15.294421920132159,1470.0,4.0,0.06431630652974152,14.232548212041113,20.90728065161974,Medium,Medium,AI,Asia,0
3348.0,101.92483608174292,59.67658345558132,-0.1901155750147878,27.343658161335572,1437.0,4.0,0.27499872202798137,37.11596949383721,116.57306226558585,Low,Medium,Tech,North America,0
9391.0,474.6071159872353,268.5965741120325,-0.1852366461586552,9.27389308318656,3216.0,9.0,0.3858270314663111,160.26091626215592,96.29515726736675,Medium,Low,E-commerce,North America,0
8545.0,199.62936549878992,100.79544989712035,-0.3429208078777024,4.430043902047871,843.0,2.0,0.2970487314070008,98.32539802953603,79.81378500975467,Medium,Low,Health,North America,1
3798.0,52.529239428649156,174.6247761532851,-0.00041023572810244824,18.411692471313707,369.0,6.0,0.043686703944573774,119.76637980373634,89.18966784145354,Medium,Medium,E-commerce,Middle East,1
1576.0,48.7615632045607,45.90057961474468,0.1486582554189929,17.695047250397373,3595.0,2.0,-0.1956136225239291,57.5914630732714,18.551889682754695,High,High,AI,Middle East,0
,,,,,,,,,,,,,,0
400.0,377.5168941682565,147.79749103557555,0.1607639300622672,36.88284922786342,2673.0,11.0,0.3525496731970659,74.9124352949377,6.541784528139957,Medium,Medium,E-commerce,Middle East,0
5208.0,217.83095068894318,229.19950556931707,-0.09755405837446668,19.51456441144899,3504.0,7.0,0.012877393197527731,175.31835570576285,119.36482216279481,Medium,Medium,Tech,Asia,1
7888.0,197.6477406065059,158.16087631326602,-0.14271894791835038,0.6057890605837787,897.0,6.0,-0.14463662982981745,169.98253880070524,61.724619606047035,High,High,FinTech,Middle East,1
3507.0,486.71792696324576,165.74938944039562,0.4768733664532343,20.611994484004374,3543.0,4.0,-0.009357667351395121,94.72004748677811,20.889752686324744,Medium,High,AI,Middle East,1
6842.0,84.30813933820012,255.21045587199646,-0.24253092409832813,6.547399821986671,71.0,15.0,-0.08203379571615178,119.49976031688058,21.902204425431115,Medium,Medium,FinTech,Asia,1
6327.0,475.4216118931232,59.67549283296787,-0.09483129237647853,4.4901820034036195,1047.0,7.0,0.38824423925700186,7.972930212560048,91.68983996109166,Low,High,Health,North America,0
1298.0,53.179352326865725,39.9850670321525,-0.027086702411536046,4.138428345456001,792.0,15.0,0.01695008293150338,63.78753122200158,54.58246999615429,Low,Low,E-commerce,Europe,0
6341.0,124.48402763534004,0.9270056221160208,-0.032146664551361726,14.634317734423107,2163.0,14.0,0.1687816685337229,57.58511724261625,89.42506516507717,Low,Low,Health,Asia,0
230.0,315.9381743726342,78.89498427658859,0.491293485074179,1.9524421840017965,1908.0,19.0,0.1738386792458695,59.02665104651804,41.635880292097426,High,Low,FinTech,Asia,0
4713.0,129.0669563858618,165.3724946050424,0.10316095484831367,33.69850382300163,151.0,19.0,0.29767732771148386,10.95430070144808,4.359923607517542,Medium,Low,FinTech,Middle East,0
9255.0,385.6364463104963,44.488916634163665,0.4543693582162419,18.514971513201647,3144.0,1.0,-0.0982370086618483,50.61119110364844,58.87225808792555,High,High,FinTech,North America,1
2661.0,236.66862027732788,80.23537175208173,0.48587827177628196,26.920397782982263,2493.0,19.0,-0.0522393426823996,141.60419748776656,2.5725846124374634,High,High,Health,Asia,1
4864.0,168.0597319034489,207.21812762149062,0.2682464544566283,14.14061096220977,3668.0,1.0,0.21778926072448535,20.6399882349401,2.483398390553746,Medium,Medium,AI,Asia,0
9990.0,408.0946046616223,284.66584848845184,-0.1653984438991529,39.4113599861541,3597.0,13.0,0.13080937635907386,111.33935488448469,25.579755446239602,Medium,Medium,FinTech,Europe,1
5072.0,370.5911269522464,68.0381792050283,-0.2261344785402795,19.00744873966773,2887.0,15.0,0.11159217692525075,106.26150650339859,64.12507986784325,High,Medium,Health,North America,1
7395.0,139.83037634734225,122.7002430159815,-0.12298611403727683,33.01661631874119,1710.0,7.0,0.1702089188020104,166.0928575092704,41.574057988367386,Medium,High,Health,Asia,1
3923.0,391.8656934950678,74.31473095643278,-0.04381806664991511,26.244195646970017,3969.0,7.0,0.00018488200977886948,133.55330429986523,83.6581911972068,Low,Medium,E-commerce,Asia,1
1356.0,436.8381958027486,40.44989081943124,-0.265892310929514,35.33040148036223,1542.0,6.0,0.18456435825108636,106.47461862100903,44.75624947790109,High,Medium,E-commerce,North America,1
9541.0,94.17976405458812,277.8767852125835,-0.10903710926740268,3.64952130788456,127.0,10.0,0.35206533736843776,154.27238233202542,112.12591730826102,Low,Low,Tech,Middle East,0
8447.0,282.97106923531015,99.03927782828782,0.3495049827696395,16.674066209482664,3059.0,17.0,0.27992333999700764,117.98438041137003,8.727733421078671,Medium,High,E-commerce,Europe,0
3147.0,447.77769848743145,283.32750460661333,-0.20040204119719843,10.404478278018976,909.0,3.0,-0.1398475882947705,45.92641559180884,48.48519128247321,Medium,High,AI,Europe,0
8562.0,448.81210598900867,193.33223724205828,0.24943565376365784,13.719461499288588,2597.0,1.0,0.22888485177553647,83.36097863732199,24.193048838852757,Low,High,Health,North America,0
7793.0,215.01482824375506,117.94238001729707,-0.22171038517192052,27.167254360171835,3018.0,2.0,-0.04051589688737378,68.8457697180201,31.026734992466768,High,High,Tech,Middle East,1
5346.0,269.2325316765328,250.2258880074221,-0.1396596344475708,33.28185169520458,1464.0,17.0,0.3717680247006911,62.093541230199484,9.205731335773303,Low,High,E-commerce,Middle East,0
6091.0,210.04755601398907,84.76090652066821,-0.1286316365002269,27.62871802442971,39.0,7.0,-0.16136014649709865,97.10697888747802,42.35495920015047,Medium,Medium,E-commerce,Europe,1
